source_file,category,title_in_contents,in_index_116,role,include_in_master,decision,bytes_source_archive,caracteres_decodificados,palavras_aprox,sha256_fonte,mojibake_patterns,controles_C1,tem_replacement_character,tem_marca_edicao_moderna
contos/macn069.txt,contos,"Conto, Um Almoço, 1877",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,31181,31181,5483,670b8385b2df35c1272d9714daf6f63c83b9d3c967009ceb0994467275d046bb,0,0,False,False
contos/macn070.txt,contos,"Conto, Um Ambicioso, 1877",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,38469,38469,6648,ce61f4b4c907edd5004f2473f11fae2cd239401e21e936ab2f82d5c00cefd800,0,0,False,False
contos/macn071.txt,contos,"Conto, A melhor das noivas, 1877",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,33973,33973,5909,881a371b59860a2915b2ac1440aa9bc21f338c9344d8687a5fa8ca81166c7834,0,0,False,False
contos/macn072.txt,contos,"Conto, Silvestre, 1877",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,44550,44550,7711,9b5b7ac22299cae55c2c2dd655330c49ad3c90040e8c597e2efa2279ed5d2835,0,0,False,False
contos/macn073.txt,contos,"Conto, Antes da Missa, 1878",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,14984,14984,1586,71198ce7536b054b6834e5e509af959a96dcf597ed356b3276f585e7ed84b534,0,0,False,True
contos/macn074.txt,contos,"Conto, O Califa de Platina, 1878",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,12670,12670,2134,2c9a76106d98c7c00ca2175277b3a828b36e164a2a35b6d17567c3a47f11378b,0,0,False,False
contos/macn075.txt,contos,"Conto, Um Cão de Lata ao Rabo, 1878",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,13137,13137,2318,31049eeaa1641dc5ea18e696a7f8842b22a1dbf338e01c1e6bb00bf16c360e43,0,0,False,True
contos/macn076.txt,contos,"Conto, Conversão de um avaro, 1878",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,33404,33404,5843,fd129b4d22061b9c01b1ff809d3e9a5ac4728c316951d34b30d9f8d2644ddf72,0,0,False,False
contos/macn077.txt,contos,"Conto, Dívida extinta, 1878",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,44386,44386,7616,ebb16089b4ca123b471f46b80cf4d091bb8d74bd1d791066b8ebb484b2186612,0,0,False,False
contos/macn078.txt,contos,"Conto, Elogio da Vaidade, 1878",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,12295,12295,2219,add66e49b0bd37bd63362f761a5d1566ebd6af482042e283653b1b6ba0083c40,0,0,False,True
contos/macn079.txt,contos,"Conto, Filosofia de um Par de Botas, 1878",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,11987,11987,2017,becff0837873fe413015615f36f60eb52e5d14f92bed96649d88a6be46b68ceb,0,0,False,True
contos/macn080.txt,contos,"Conto, A Herança, 1878",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,16283,16283,2798,0dc31b588d96f15dc8c520f61180d4b81673f681a76715260b2b09ed33f0529c,0,0,False,False
contos/macn081.txt,contos,"Conto, O Machete, 1878",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,22486,22486,3840,b5aeb2eb62d9da770fd0dc935611f8509d536a57ec111aeef29eba9a1e7239b9,0,0,False,True
contos/macn082.txt,contos,"Conto, Folha Rota, 1878",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,15084,15084,2694,bad1a0f9c90b152559f3942287b922cb01a567e31575040f589eea11c3f6f8ae,0,0,False,True
contos/macn083.txt,contos,"Conto, A chave, 1879",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,37664,37664,6670,5f46fbadb4d38c1bd8fcc874732387b6bc381f5045406b9b15ec7a62943a7d17,0,0,False,True
contos/macn084.txt,contos,"Conto, O Caso da Viúva, 1881",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,36751,36751,6456,76d74148b40cccffc9a7b52090061ad3bc819a58baf40370eebb9ed2acd79495,0,0,False,False
contos/macn085.txt,contos,"Conto, A mulher pálida, 1881",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,26854,26854,4725,696c762ce72fc2963281f9f94f21418ae33e24cc43e90acf024771ea78b013a7,0,0,False,False
contos/macn086.txt,contos,"Conto, O imortal, 1882",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,43395,43395,7514,23d3695b0001de7bfbe882e6ccac9903d2d968ddc9c6562805610c055ae91d1c,0,0,False,True
contos/macn087.txt,contos,"Conto, Letra Vencida, 1882",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,21650,21650,3716,59dbe53a2feb0c296fec4ee0aa10cc829385fd74a9e7a099b45c6388563f6a7e,0,0,False,True
contos/macn088.txt,contos,"Conto, O programa, 1882",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,43202,43202,7358,d8207bba5ee83d67bb8a190d86a1cb69617e9047983357642bd7e6545eb9b3c6,0,0,False,True
contos/macn089.txt,contos,"Conto, A idéia do Ezequiel Maia, 1883",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,16374,16374,2740,c9c04ff0cf00af4e1fb47a545d2972a99a56a9ff811f0692ccf39244e75f4be7,0,0,False,True
contos/macn090.txt,contos,"Conto, Médico é remédio, 1883",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,11795,11795,2040,1915c7ed481cab1ea19d4a22be8ce01c4956d42090e4768c2f7238bd95b9b44a,0,0,False,False
contos/macn091.txt,contos,"Conto, História comum, 1883",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,6043,6043,1093,4af4d4b6e977e8c457eed7d6b8c7ffa12cf8e7dfad2e3c5d99361c44face39a4,0,0,False,True
contos/macn092.txt,contos,"Conto, O destinado, 1883",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,7654,7654,1309,2cb30242c23d7d3a6c7f7ee337c4fa6253a1066017a50a77c51b65588f1c3281,0,0,False,True
contos/macn093.txt,contos,"Conto, Troca de datas, 1883",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,23097,23097,4011,fb065f32c4c60ab464180ac7366a3a504fe3b664ac994aabe5943dd1f8e53671,0,0,False,True
contos/macn094.txt,contos,"Conto, Questões de maridos, 1883",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,9235,9235,1582,cfec66acf1dfe23a018b1a32a07f6d95d7742a5294e5e1fd73a2908a8d05cf2d,0,0,False,True
contos/macn095.txt,contos,"Conto, Três conseqüências, 1883",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,7949,7949,1372,009d86e850890844327ffefe824b524f21e2aa24b1fcdf5e1b6a651e6a15617f,0,0,False,True
contos/macn096.txt,contos,"Conto, Vidros quebrados, 1883",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,9457,9457,1657,579d4cef2d742a7e86573dda84b7cc9ca7266eee62c18279f2de3fe1b7730f7b,0,0,False,True
contos/macn097.txt,contos,"Conto, Cantiga velha, 1883",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,18340,18340,3184,fb666ebce3b49952f5859c825bdcab94772c02896ca531664e9167be02a65dbf,0,0,False,True
contos/macn098.txt,contos,"Conto, Metafísica das Rosas, 1883",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,6043,6043,1099,4cc1ac97d24473c4f63405c52dc6f84fb780c338978e25367234d1fb8f0fbe86,0,0,False,True
contos/macn099.txt,contos,"Conto, Trina e Una, 1884",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,20665,20665,3662,d501ea8666375a30a69e10ba4c876ede21aa69004a4f75dcf46db33347c6003e,0,0,False,False
contos/macn100.txt,contos,"Conto, O contrato, 1884",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,7212,7212,1249,6ea89db080785152a2427e8cfcbd925ca088325384315b406412b997ccea1691,0,0,False,True
contos/macn101.txt,contos,"Conto, A Carteira, 1884",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,7529,7529,1294,71eca9c72bfd082d492a8a70e8872ad7c1c22932356a6002716ba4cfb79c001e,0,0,False,True
contos/macn102.txt,contos,"Conto, O Melhor Remédio, 1884",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,6060,6060,1109,c65be88cd7c89bef251d260873a84e3e3eca645d3a2e8fca5a4f382061738cb5,0,0,False,True
contos/macn103.txt,contos,"Conto, A Viúva Sobral, 1884",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,16310,16310,2866,bea9ac3d835bfaa7212400bab3b1670d6a5c495e5fec2f22d74c0d257c7679f3,0,0,False,True
contos/macn104.txt,contos,"Conto, Entre duas datas, 1884",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,18824,18824,3277,9ed5b58913428ef0c3669c47aab3b9cf6d5333d9252d86f2f924c24ebf4a97dc,0,0,False,True
contos/macn105.txt,contos,"Conto, Vinte Anos! Vinte Anos!, 1884",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,8840,8840,1543,cb6dcbb8b9a3c37ea00f6a4a1ff3a1d061959347ddabbdff3fc5eac7d785bdda,0,0,False,True
contos/macn106.txt,contos,"Conto, O Caso do Romualdo, 1884",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,34632,34632,5989,f8de57fb9584b28e3687c2e94b205b4a9b1b5b7d986ffeb6cd867a835c536834,0,0,False,True
contos/macn107.txt,contos,"Conto, Uma Carta, 1884",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,10054,10054,1767,263c98faba029e31f92b6647a405207fcfc914caba276d7a1b91af8eccf86a0a,0,0,False,True
contos/macn108.txt,contos,"Conto, Só, 1885",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,16685,16685,2873,3d28c5ff129310d753bee6e2681adf4ea105b660934787db2e9cdf4228f17bb2,0,0,False,True
contos/macn109.txt,contos,"Conto, Habilidoso, 1885",False,conto_avulso,True,incluído como texto avulso sem sobreposição alta,12460,12460,2235,8233269848ef4e1e9effaab3c019085e0953b854ffaf808aa28d57420d43d32b,0,0,False,True
