document_id,category,split,characters,words_approx,content_sha256,duplicate_group
contos/macn028.txt,contos,train,27106,4753,e6e0db2cd9ea73a17390857e2a01d61bfd354503d9cd298a3488f580a1cb6537,e619925fe37db841d65ef0ae9e40076873a808ede51e31c89319129ac7d1cda2
contos/macn029.txt,contos,train,35314,6111,ca3f035e4114bddf6946c0a221a4331bd1f6ab8119aa2f5f097a43eb1cee2289,ca7505c1e09d2d6dc0b076e28eb17344730f7473c92418c2b4e4694d01dc24a6
contos/macn030.txt,contos,train,72475,12787,fd5fbacb8107721f1b5565f735b5b4a20566b37b69d2e31658e57bcc03f496ae,9cff8ce28217f0aed950275a936df3d29b6acc385d6a2c95df078f9729721353
contos/macn031.txt,contos,validation,45509,7959,c391a8e599344e5374d0a70d5c008ad249748482fd127b87a58a07fd5e251085,dfaeaea0de34a7d5ca93876a3d6e260372c4705aa28987976978c8d660298c14
contos/macn032.txt,contos,train,28806,5122,b44265d2c0fe9badbce6c7932340b7a85451f28487411795c966b58f83e5068b,9b3d26f50b12e66b39da57947120cb2873e5816ab8e7f2fef5fda27f11ffd892
contos/macn033.txt,contos,test,28198,4940,2de6d2d926301708974738f34248588e62138809e1d81975f74331cd7b4ed784,7aa7a30a2f0a69b1bc949f14139a68c99632e3e883c7669080001ebda2ed97d7
contos/macn034.txt,contos,train,39897,6798,8547389cfcdd2b452eaafa16a836a5190e8d93b8f2615ac20dde192e73103958,38fbfc4a2a6b1b88dfd9395e175a924f05cb33db5fafc6e1373096db7585f0ee
contos/macn035.txt,contos,train,19333,3291,aa8af75e3d4598ff9eb905b8467ac4dcc418c48805bf062458163a93d44386be,0856944526e84a8b98f01cadc4993f312b3890561a1dcb7f2f26cf2957073208
contos/macn036.txt,contos,train,66323,11649,04f3c9e8763401fe9303f0e29515a1415f241f69e9c51e2ea31dbcaca66b01f3,f6a132b04d5b94204b26f156a44702abf6b07c88a6357001e49395d540683d11
contos/macn037.txt,contos,train,33618,5761,599b9a609117f4d9ba9a3f7b5bbe817416e50a74d7680afedab9dd83bbce18b4,4712dc08af38e4f827cee7cc2b63b92cf895605c60da5323b5b54de7d1b3711c
contos/macn038.txt,contos,train,26000,4453,03d01b1ae46f9bffe751ae8339473edc70b9a58117348565547b5a0cf958fb18,da16219aaddb23bf0dc42921a0b9dcfc6d52d021f61741a608afc36a2a716464
contos/macn039.txt,contos,train,37671,6559,971872664af8e0e859bab6fe9110b1c50a39bf573d08d8167d398c77b20a4415,7413813889feb7baaf819394515a87d0546b0216048d3399673c81deb0eccbd8
contos/macn040.txt,contos,train,93384,16132,343e293f08ed7da8516fe1babea53fe24ec49e59daaf7da61c02276de7b210b5,36b936a35dcf3a776d8565a10902a0a46b2cd6d9f857ff3df3c1006a539d37d8
contos/macn041.txt,contos,train,43810,7800,38c9048e32857ce0f277bde1b316492ac1a8c899b0e535e0d6bb4fac1af4f42a,24f62f3acdb9627d7e47977d963f7f6555507b16f34fff839276983cb93fa23a
contos/macn042.txt,contos,train,51551,9021,60ff0b7bdc1e6829ed085eee28bc091ea22e4407de0492d983bea2ba1a0b88a0,0666e95c4d08fced0f4379a83928bff6a4df060ddfbc7cdf734b921eacef5712
contos/macn043.txt,contos,train,26124,4589,962316ee14c3dcc5e3647e5b50cfb5cd4302a8821a77f807c86ec34c43d39664,ae1ce7db699acbcd106278afc3ee77fdb299b2a359334a3e918ead150308fd67
contos/macn044.txt,contos,train,27438,4688,e380506d3f008dc515eb6efd13406b81c032563e0da2ed8e79f86ea28292f61c,042f39fd569345923389abb5fd778d35d324d8938b92b4a40b6e880d4cd748c6
contos/macn045.txt,contos,test,76311,13318,8378c4b09d7d118ea5355b98ff9ef7c65e1223c4c259aea69ae7a7ffe35be5c8,0584182593739edec9f5f9cc26724d494f3460602d54589ea724788c8cb3dfec
contos/macn046.txt,contos,train,26001,4628,0280e1f5c3f4aa18b8c902ea02db433110f0f525879bd2a78ae27c61cb2284b6,ed42e4d799ecbe0b07c4756b1b2822d533809716f10d6a0d7f8828178bc4ad74
contos/macn047.txt,contos,test,21574,3820,e545b5bfbb6de49dbd6708adc4bb3bff1e972420136aafb6067cb9981550d4a0,2666c35fbb36de3ab5f2ac09d0b4c11159e7b96ad81d18c2b79829ce94e2af16
contos/macn048.txt,contos,test,43218,7415,247a4ba6c8db362599ffd7a8984c455c8e5a722d0e8c20c769a4acbfca8a1f55,d77a162d2b17cc8201606cfbb693ebfa230166bc758aa6d4471097e8ae23d22b
contos/macn049.txt,contos,validation,34946,6109,0df47fa431696545666cdac143e35cd1e656b6aabcc324ad48a3256415d66e72,2e8e5b7f64d7ef94d49570b5790b35015025691feb944578cd9666eb934d804a
contos/macn050.txt,contos,train,38052,6576,f3703b315e122fe9005f0096c433c2856bb292c1adf426c048306e66db75fee2,2257694af074c7185460c35469f1af11a60c31f248d99685db2ac191fa454ef9
contos/macn051.txt,contos,train,34497,6193,32b671fd619763faaefc39503554cddf2c965ad9dc04bfdf442a73d5c120dc7a,9d137fe904f971f95e3e217cd95d2d5c1b362abed0a51c0610cebc1e96af301e
contos/macn052.txt,contos,train,48958,8385,6592a8ddae177d90bc477a0d4dac9f8a6d2be153ed196a939e908f33afc80e4a,dac8c901773ec30aac3dae26e0078dc4735e1dadfdc655a56f5effa343f2fd2c
contos/macn053.txt,contos,train,45191,7906,974b8dfc5b2d46b61c38d184fd927d6a1be68be345c6c3575e6dff7bb27fb0b7,5246f86d8308904549c2d4a8b812b7607bd190559084706564d9e01c778693e6
contos/macn054.txt,contos,train,21013,3662,4d409c298c457635e724f5e01a76bfd18385104600cb6cc606c7fdeca5550351,4c7087b5ed58c46d3646dc8ebf6e7b0a1d194f6ae1a5cf09d5033573febabdf5
contos/macn055.txt,contos,validation,22674,4005,e83c01274644a4b85062319349e800458edb99bba93b0a51b77feb498d503465,e6fe5716c398001aea8a1788b81763eee5040adb5a0c6bc8769a01917f2d0613
contos/macn056.txt,contos,train,31209,5463,6b6c1f3c31ef516e3add7825bd125a3dba2b0682acea46ebcd0e5bc01c9ca5cd,fd8eabcede6cbeb9d36d752fbb87bcd1e0402cfe3ec2697a8e96ed1851ecaf05
contos/macn057.txt,contos,validation,11547,1998,611b7a9ca8f247fe251d904990fd2b56a8479498edc252e30fc728fc14647552,5517c304d3f11a120b92f9e2979910dc3b9e2de80dbf789273d50fa44ba7d9b3
contos/macn058.txt,contos,train,30475,5360,24b11a46989b737fe65cb6468ec5d6bfcd0a23f3ee3eb6af58df92f7cf018cb3,383ed508392e7dd453464995fd6e053cc2b196c6582c0f99cdd3585ba945aacd
contos/macn059.txt,contos,train,16786,2887,8f177bfcc5437b1f9750df7a00c09b61066f5ce5ad3923b40487efbf64573328,bc877f8c571937b167b270cb0fd94093c5f417c08800b8f225ca77c9315786cc
contos/macn060.txt,contos,train,25730,4608,03dc479597e4e382125f8604bac98337095875f1aaa93e5b0ac5365ef7cb0c39,60db3866f2f45dfd32ff6ead0ab5e64b24726e488c4ba02a31c1f33ea64bd7b4
contos/macn061.txt,contos,train,28720,5004,616ef7be5589caa668408499185b636b80111e974801fc26ff18b21d2b42377c,533b8708d465f010a1e9242cf046628fa202b03e9c39f087761cc1a47333c3dc
contos/macn062.txt,contos,test,19099,3348,4e08d3f6e9c30aa83495faf873df58429f8729c385c45355450611ff162b3c59,f465dbd3b101c8157776c2adcad4097c3a3811115c415d30769ecdb13386d151
contos/macn063.txt,contos,train,45634,7969,e25c45bda77abe0ea908893356d6a2735357cabe427eed0f2a90fc98778a5899,46a6728a9652efc6a166ee3a3ec00b7c65e996b6005be7a8a1ebb5beaf68b1f7
contos/macn064.txt,contos,train,64079,11380,4cd790f612becbaf2a1267de99e0bdbd5900dd7b432f956196976cbfc97995d2,36777e5f3db4f2891bb0189cb5aa70acb9d2fd0340364f1fa3685490bde9962f
contos/macn065.txt,contos,train,19972,3416,6561c2284de5e29e2f66a552b5b95d098c066b0b10691fea2e761f743335ee5b,63cb3ee4b74de7761bfc407062e65ab08fbdf7e31a9649e75805f963805045de
contos/macn066.txt,contos,test,36400,6390,2f33ec368f181a3ac4c7db64bc130250d05e37c3da807ab6d388b6dcc5ef36c1,7b8e907afde8e5894c5931066399841808bb009baaeb3b6c32e2f91c54814018
contos/macn067.txt,contos,validation,29603,5213,d1a946c7d875b5e8fefc940b88b8f291c51f3cc24525574c1e08f0e281594b4f,88bb9f76e2c7bc29db3f64ce6202c3a999a6e9f69ac2fce2ef2b2293c3307261
contos/macn068.txt,contos,test,30211,5401,f48f2849517b35790d73cda0a6df21b123a0ae49a5ccdd8f1073c9302e69c750,968cb992ba0dfd8b0c4a1b14b7ba58cef9c5960b7ccf32131920568f312766c7
contos/macn069.txt,contos,train,31180,5483,02fec851f0018341ce8541fa03ead9a18343d12a91a168c7de9aee1a1ec9e105,79118f687bd551648a0a2450dec33cbf9954f3eec7f27e20b05b255eda8a85c7
contos/macn070.txt,contos,train,38451,6648,bac406c637a74b0d46e51ffe36928419e91d8b486697ad805afbb9d26729dc26,86b2558bda08b3e5fe2aa468327d0d23e2ebbcfc8c49bd2a152b3a8c437e28e9
contos/macn071.txt,contos,train,33972,5909,ac000952a135eb6dbced9c3b02a599c27b4b0a856f4932b8b474c0a57b55c2e6,bff34d6d67ae1a0568062ad335a19e342bf118dfe6fc28aa1bf24f5580aa1402
contos/macn072.txt,contos,train,44549,7711,14666ee5e1d0d2170644510bc0f85f37e4a26df29721ddca827bff52d23d34b0,376d54aba3f649d2ebc5b827d8745486f177c91fc24f110ddbe311d449d4b71c
contos/macn073.txt,contos,train,14983,1586,e885c967b4f7f61ffd86143425874cb46abe90d734526b3821e4862486582994,e396536034ce692b039752b43503b0960b2a21799e4bfbff5118ca15c22f0b67
contos/macn074.txt,contos,train,12669,2134,c2fa0febc8071dedc235441bd00dbfea84e17b59e1bdb1b441299bf0c550f509,03694bf1e0e4bfffdcfd3911c18998740c210cb9834c8bdc8c68422a2fd05d80
contos/macn075.txt,contos,train,13134,2318,a1ae0d44aa717ce4f1f303c57fa3fc2f2fc54c667ab9cfd3497f9d625909d5e5,b02e2ead458d38b3fb37d5163bebbf893a9c1055364b223f004e9a1dc4e08cd2
contos/macn076.txt,contos,train,33400,5843,5991eabde8e084fc70df286a50cf712ad0cd3249dca67b2b77b935be4c4d6693,ca6b994c4abd603945d6ae3b1abf95a88ad57e49a018fa0c67937f8e1cf612e8
contos/macn077.txt,contos,train,44385,7616,31634b8973e263477326aa1e55bfe5bd885b70d7069ddfbfab754da804067135,5c0d2a34b278bf7e99797492ad96eb1fdb60f548a028c10d64eb769deb2c8595
contos/macn078.txt,contos,train,12294,2219,02ab1bd213c879751ce906c4637a52548cfebf822b353659ec9fd0980143f617,c19275f3dac89157d1ad154a620f1fa8a8839ca6e54c216eabd49e4a329abba3
contos/macn079.txt,contos,test,11986,2017,8d3d774b41e9d0f853733ee0259342aae56f825c5a4dd7f5373cecbf10f70d6f,27446636ee49552e2e0ab3cf075d76ba33e8f546ea6959c1edb9efb7259d3156
contos/macn080.txt,contos,test,16282,2798,08d115049549f1054fcb6217255f9d97e441ed01fda183404fad81f53352ea0b,d75df58aee09ab528917437b3d28c364d944748ac902ba0bd2abcc8008f85892
contos/macn081.txt,contos,train,22485,3840,5d7f5bbcda3c4c034514d97014933cd4f6fc6d4ac27dede74ea5bde512db7812,b7ff66cf714ef6cae3cb70920ba5885f9509f20adefde27f2906daa2de311741
contos/macn082.txt,contos,validation,15083,2694,fca2391663603d24843b25daddf8ab35dd1f7fbf0efeaffb2dc571cf3f49750e,f6bf50e54f04424335d71b77e598bb4eb2caf8792b0f59d2ea9069fb70ee4e56
contos/macn083.txt,contos,train,37663,6670,98f5ec36242070a26a1bdfc7c6286889f639d5c53f604e12652fc1d591734ff7,ee6385f0e6249165e9aa3c070ede7e21fe7b520e42f24e7ab323da002450f85c
contos/macn084.txt,contos,train,36750,6456,c5e21ec6ca357bb4697debee7ee676b67eb5c4d4a172b1048cdf9499b23b6e2f,90690b1e5e991cc3474beb976c17843bb5a8a00b536495fbd4f2e8135693a83d
contos/macn085.txt,contos,train,26853,4725,de0506566adb4f8983ca46e3f3c6bc6ad842881f2a712fd9d908f64e95603d19,c63068f34963bf1952ceb3cc2401007a6f0d634f559f8d673548e2c9b54d5145
contos/macn086.txt,contos,train,43394,7514,99e3e20696072c933a089b15c35d61c9630955bdb99a404fb59f2fd519934329,da69230d7d3e84d1e12d6973401085a22b1bdd7acc66b61b5fe3c0cfde264867
contos/macn087.txt,contos,train,21649,3716,b63d16fc7ef251ba3a0b107e76d880f499a8a4114dfd62b8b3ed33022a7b282c,282a2d6d3f2703614590c29d2828ae463e78e5891ea0d18808c9afd16862058e
contos/macn088.txt,contos,train,43201,7358,b82a24635b94bb8bb25ecae6b54b303d128ff20b6d4c247d3df95e7360ab3163,b9e6816bda9dd905a1ba0901688d38ec15d6e1df79d10243defa3bf21c545e99
contos/macn089.txt,contos,train,16373,2740,a291413068680a87040b1cdd2e6127c91875e3772466b97f7ab31bf6d43c4f82,48bdbc883f49bdf576ca2f8c38b557abb5107c92db90485fdcf4959059a29097
contos/macn090.txt,contos,train,11794,2040,065d42b4089d6d53876ca602804a77878dd54d3003512f649041f68288336cf3,8772fc87f032c95ab44c98f18e963d1a1839771042c9e6fd88892d5d251f054b
contos/macn091.txt,contos,train,6042,1093,ae7c4480df8f3407605ae4195da22af40fff953e5eaeae473e98478aca471244,c53621af7c8c31d4b7d8b81eef3f527c8ac8cbc5d195c2c45bbb9d35096ae1a3
contos/macn092.txt,contos,validation,7653,1309,409d1eca7c356e8b643357919c916df39099280b87f70d58f1678aac73e9e206,15f4852c4709ab94eb94a34b26d0ead5817a9ee717435446627462120be6b670
contos/macn093.txt,contos,train,23096,4011,752e2841e82537665e31aa4954fa25f78a9bb47b3b1de69fcbea8dc9e35c1750,760c61b17981a4437456c4180690fb3e39a91d434d8ab7b3107b032c9598e994
contos/macn094.txt,contos,train,9234,1582,c22b24e663dbb6bafe202b85f929f4d6b6a4d1a7deb2bfaed70ca56f6f77d4cb,7986a4834885058c9c6a18d143d2e189fe1ad4b765170c50114f27c859df78d5
contos/macn095.txt,contos,train,7948,1372,3c114c5e07c35373b20f4d3c52fa15b1c34af7d5b21b1040f1fe4eb2932a5b30,6040b705a7934a19c02dddc0235376581f74ec98e29696c95e914594d42f6610
contos/macn096.txt,contos,train,9456,1657,65f07c817a49af548c30cfd9649885eb6be862859b6388b3207495b96bc78a85,50689b7388eb719bfe0d838f9df5c0e872a49764c79f4c247a39c806b3cb637f
contos/macn097.txt,contos,train,18339,3184,35022d898d7779af078bb7692b7320f3639697eb3b1054b936f5a5c921f170e9,015b7b11c4f9650cb850760286866fdbe8303bdb2df6c5c4548a9c8c6bf88bae
contos/macn098.txt,contos,test,6042,1099,f33ed4b23528d3114fe07e1aae82d3a23505a91919d536b6f1dbf7ed96a3ca08,3ad7e36326b30f681e29cc3f1b304eda7d9d1c5e4913eb707635c61159bf9ee0
contos/macn099.txt,contos,train,20664,3662,7a2da7d798da5222942da778db1f543bb6c8cdf9763d609622894b230c91d03d,70ce610687c0439fd42b4f8e5096d7c59845c983a7bc900b52a6948f2c618872
contos/macn100.txt,contos,train,7211,1249,c284ddaea34590aa2cc42fc07cc390b3d47244dbe35dbe58946ab4549e7583e6,3c3ac9efac4e467303f6e692d6414fe57a77dd5bea2a2b317ccc1d2dfba999ac
contos/macn101.txt,contos,train,7528,1294,21e7899e989949978a75a17f80dba8371a12f6abf71cfa4b2f8e0798d4edddce,dbd4002e511dbaf69702cacad27410c52bbf175abeca5324a384813da9c5c9e6
contos/macn102.txt,contos,train,6057,1109,415504ce4ef255c55689089f27906d75052022d67e9903e9b68d00d8ea2d7ce5,65779005f5f9b53b2997c8f06994a124954df2c345a6597890c9899b8cf82155
contos/macn103.txt,contos,train,16309,2866,b0ee1bc2a92648141cbd353a892476b9c7ca35e69473f3a2838f9037ffa34d4e,434247b49722b7e07165ab86507daaab3e91897d17caa70172ec01eea5c90072
contos/macn104.txt,contos,train,18823,3277,d191747fb126a38c48f90c2a8e89fbf7bb60f350f2acf1749a239c5442b62b37,a8dadac5d2f9dc5af51e620a588b00ff5af2eab43c9de86e691e8b39ebcf7da3
contos/macn105.txt,contos,train,8839,1543,f78f66ec2b6bd260f9bf21bef7d3f6579a038d4bea7400d65e1f2295ce44c6ea,ae6b7e1f7249922f1615ade6aa697e5da3829207182657603597cc650f3069c0
contos/macn106.txt,contos,train,34500,5989,f617f0f64a8377aafc408df53cbf52396036793181c8716b6369179b41cef8f1,b807d002e9353fd319ed4b502f3c14e030d64bec28aebba6c716cd301d62506a
contos/macn107.txt,contos,train,10053,1767,3e345f736bcec66b73f4e10114ea8605bf20539fa021968fa3f0c153e01ba837,9d99ef57d536eda931bd6aea9d4cafcc79f105c37a7eb493cb720d37acd6f29c
contos/macn108.txt,contos,train,16684,2873,d6648f354cf9b89e85ff5803619431e1ef716a0bbb22cf986161f5623dccc46d,abba461a82dde487f4cb86d3bff968b4875c1b37c7525ba3ffa99d45ea2e3397
contos/macn109.txt,contos,train,12459,2235,f58f65fe69207413616f18f86f1c34d4a844a37bf8444c327df56abc6cb59af5,0a64db29a9ed4e9f3095a68b9dab36c99e71762086e85c063ac5333a01ef6198
contos/macn110.txt,contos,train,19388,3365,5dbc4e601489df1e72ba45140d2e1f98fe3e53eab17e3b7f373c593d2efaaea5,cac6591e3af96ef89d057bafcc5768f137cc94e904506eecc386f5395bf62dca
contos/macn111.txt,contos,train,5642,1006,94a2c0ba3614df1d89662bd3449c83f6648148fdc5d0dc0c34ebd6175c213b6d,c3fa0f66ec7b1865f50d7d4db624e091787b871793ad0670a47e26008cc8cce1
contos/macn112.txt,contos,validation,5252,945,31bce5b3fc9f6e662fa921140b7180d22b38b3a36b47ad70b1ba6d90a3b874c0,5974ebe7050e3b319cf273ff7f59b13beb29a2944dd72b3632a522a8413acd5f
contos/macn113.txt,contos,train,34674,5914,d02fc55bf5c5728e9768f729983113d0a5e9d473ffb7a25de5d8cf0fefda0c7d,1ee376dab9f4983de0210de3f05c5f71100dab4820db816262823c8c0fdcd2ce
contos/macn114.txt,contos,train,15902,2818,c970f1f00133a2e35f0c207a1c11c39e61816779f5560204e3dadae6b7c47a73,f9313206a4dbd81e551df52370fc562ac81cf3809c4e98f793c2332e09fcea31
contos/macn115.txt,contos,train,16975,2991,7cf9d32874288b27056191f754ac5f8d204bfffcdc6b4394ed9c79c7d126a5ab,b1c99db2ffc1c8a2c88548533fa53e10a67bc1fed7c8660584ff75341e0189da
contos/macn116.txt,contos,train,7150,1262,6402b297e38921e6bca470e604cd58908001645deec70c308b6c6e960c527920,50e3b2801699fdcabd5994b6ebbf7a877cc1a1071e30f059335218ffbab7ab89
contos/macn117.txt,contos,train,21189,3624,f3f14c96b7acccb5b6132ee434e1acd0500d6903c1d2755c9d2a0079f387e851,5d276137a10f16b945dedee6e956fdb18d4527f7ecd4c8f5971a562ee743c75d
contos/macn118.txt,contos,train,16176,2696,6b45086910728953ea8afb3fe141a5be6755c66b1cc014fa703b748b1b6e7dc2,beb14ca28fc120838cc86bb0a6922cc091928e9ea3726091c8e24221c23bbbfd
contos/macn119.txt,contos,validation,21133,3679,d2a4fd810a1b92432601ef4cc7282a1298b741d98d85770500db732ea0903d29,d96a2ecca539a4e99808f2ca4d794c5d12dd2080f610384ce1200da10d95b775
contos/macn120.txt,contos,train,8343,1449,2572e4c569881ec0d5bb942b342a275d5dc113ce9c0b939bef54a30ed3191376,d5840f8b6889cb8a28798483db379e7f3638a7fe39746150438da03bfb398af0
contos/macn121.txt,contos,train,22560,3996,4c17be8ce068828e0b491a7ece724080728f74059556d455080f199c6ffd6577,fb57d62eb9f71f85585ff25a6dd1a07af284c11154249308bb6cae5d43a2056a
contos/macn122.txt,contos,train,21473,3734,2785c48a0dacf8ab01b20b8efe86099882dfad498cfed11fdb000d119fd08555,ce44bf9829b627e601ad934b62048202a2f4ce29a5b4b61bf31bbcc0b01919f7
contos/macn123.txt,contos,train,29740,5174,201645b54e627e2ec736c925d18b35c86b1c0bcf6dc7454b29b47fb750f3e48a,919d606b9da098cb19466087481379a4371ffe6dbb52b082b4be2db10a991ab6
contos/macn124.txt,contos,test,25481,4396,8e7c1f350db4e6a0269b694671d0deb7b11cfcf1b8f0b750885940b423f39977,835f71d57b2ec34be34f89aeb917b05d9821b5a34c7cdb68b6552420a8e584ab
contos/macn125.txt,contos,train,30030,5230,f6908a1cff8a775aae4ae1cc1cd2761c1b9df3f237d0df35e0b6af2e4f231070,0ab0c8072a3f62db2a671e2787251c0c8fc8235282215509b9300c772a18f702
contos/macn126.txt,contos,train,19758,3464,23ac50d076746a9e75631a9fa16b299f92ead238230b8113c7c402fb6bae0bb2,2e14a39225211a7242d4df0e7d3a01a56a397803c48dfc0c7d7587d22985b4af
contos/macn127.txt,contos,train,23783,4130,0170a19f24684f8f958971a02c312fd556678ce526772a5e85cfd031a2ba580f,41d3c0ae155201be9b121b8d83be33546dd4c3d7adaca3993c7125878b9e1c64
contos/macn128.txt,contos,train,8874,1531,73f437869aa933f07937321b0350e27a133995332dd236e670585706fdc2d2ec,a54d580e260b82bf2a8123b89aa2b1e2272ca12238b76b88d6c91cc398d42b7a
contos/macn129.txt,contos,validation,26989,4721,0a47d689458aae25dcad2f9f0547b1ba693033df883572432639161aa1579295,383f95cfd58755ba67ea5713ab9ab809f113a11ff119ad16a0501e068d5474fa
contos/macn130.txt,contos,train,5134,875,e8651294d45435e6a79f860943ff87417484d793b06fbeaac51edb822a230db1,5709f60a30dc26029ead4bcd4de2543c255df1947afe5a67ffed11e750677347
contos/macn131.txt,contos,test,8654,1536,64fce3f6b535ceefa9ff1ffadddac632015ed03cf1ccb4670996a52fa47dd290,2c5e3b46fdde47070b6d6c8eba07178c04a8e8b00aee839617fbf1ee4fdb7bf6
